18S_rRNA	18S_rRNA.1	DOID:9643	Babesiosis	7.225	3.612	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=18S_rRNA&type2=-26&id2=DOID:9643
ENSP00000370483	NLGN4X	DOID:1612	Breast cancer	1.754	0.877	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370483&type2=-26&id2=DOID:1612
ENSP00000370503	CCM2	DOID:1612	Breast cancer	1.638	0.819	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370503&type2=-26&id2=DOID:1612
ENSP00000370508	MTIF3	DOID:1612	Breast cancer	1.080	0.540	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370508&type2=-26&id2=DOID:1612
ENSP00000370517	PFKP	DOID:1612	Breast cancer	4.170	2.085	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370517&type2=-26&id2=DOID:1612
ENSP00000370527	RCAN1	DOID:1612	Breast cancer	3.011	1.506	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370527&type2=-26&id2=DOID:1612
ENSP00000370532	GTF3A	DOID:1612	Breast cancer	2.439	1.219	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370532&type2=-26&id2=DOID:1612
ENSP00000370542	SDC1	DOID:1612	Breast cancer	5.151	2.575	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370542&type2=-26&id2=DOID:1612
ENSP00000370543	SLC5A3	DOID:1612	Breast cancer	1.770	0.885	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370543&type2=-26&id2=DOID:1612
ENSP00000370546	ARSD	DOID:1612	Breast cancer	1.887	0.944	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370546&type2=-26&id2=DOID:1612
ENSP00000370555	GYG2	DOID:1612	Breast cancer	1.670	0.835	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370555&type2=-26&id2=DOID:1612
ENSP00000370568	SHISAL1	DOID:1612	Breast cancer	1.547	0.773	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370568&type2=-26&id2=DOID:1612
ENSP00000370571	TH	DOID:1612	Breast cancer	3.350	1.675	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370571&type2=-26&id2=DOID:1612
ENSP00000370588	CD99	DOID:1612	Breast cancer	3.563	1.782	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370588&type2=-26&id2=DOID:1612
ENSP00000370589	NOP56	DOID:1612	Breast cancer	2.857	1.428	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370589&type2=-26&id2=DOID:1612
ENSP00000370593	PTPRD	DOID:1612	Breast cancer	3.754	1.877	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370593&type2=-26&id2=DOID:1612
ENSP00000370621	ZBED1	DOID:1612	Breast cancer	1.531	0.765	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370621&type2=-26&id2=DOID:1612
ENSP00000370624	MIER3	DOID:1612	Breast cancer	2.683	1.341	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370624&type2=-26&id2=DOID:1612
ENSP00000370625	POLR2B	DOID:1612	Breast cancer	2.196	1.098	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370625&type2=-26&id2=DOID:1612
ENSP00000370635	SLC39A14	DOID:1612	Breast cancer	3.156	1.578	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370635&type2=-26&id2=DOID:1612
ENSP00000370639	ASMT	DOID:1612	Breast cancer	2.583	1.292	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370639&type2=-26&id2=DOID:1612
ENSP00000370648	RDH14	DOID:1612	Breast cancer	1.062	0.531	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370648&type2=-26&id2=DOID:1612
ENSP00000370653	GEN1	DOID:1612	Breast cancer	3.535	1.768	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370653&type2=-26&id2=DOID:1612
ENSP00000370669	SLC8A3	DOID:1612	Breast cancer	1.547	0.774	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370669&type2=-26&id2=DOID:1612
ENSP00000370671	KLHL42	DOID:1612	Breast cancer	1.862	0.931	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370671&type2=-26&id2=DOID:1612
ENSP00000370695	EXOC1	DOID:1612	Breast cancer	1.693	0.846	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370695&type2=-26&id2=DOID:1612
ENSP00000370697	P2RY8	DOID:1612	Breast cancer	1.842	0.921	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370697&type2=-26&id2=DOID:1612
ENSP00000370698	IL6ST	DOID:1612	Breast cancer	4.031	2.016	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370698&type2=-26&id2=DOID:1612
ENSP00000370710	KDM4C	DOID:1612	Breast cancer	4.351	2.176	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370710&type2=-26&id2=DOID:1612
ENSP00000370713	ADARB2	DOID:1612	Breast cancer	2.928	1.464	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370713&type2=-26&id2=DOID:1612
ENSP00000370719	ITSN1	DOID:1612	Breast cancer	2.898	1.449	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370719&type2=-26&id2=DOID:1612
ENSP00000370724	FAM49A	DOID:1612	Breast cancer	1.580	0.790	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370724&type2=-26&id2=DOID:1612
ENSP00000370736	TMEM165	DOID:1612	Breast cancer	1.698	0.849	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370736&type2=-26&id2=DOID:1612
ENSP00000370737	GLDC	DOID:1612	Breast cancer	3.190	1.595	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370737&type2=-26&id2=DOID:1612
ENSP00000370744	ITPR2	DOID:1612	Breast cancer	2.957	1.479	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370744&type2=-26&id2=DOID:1612
ENSP00000370745	DDX1	DOID:1612	Breast cancer	3.316	1.658	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370745&type2=-26&id2=DOID:1612
ENSP00000370748	IDI1	DOID:1612	Breast cancer	2.932	1.466	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370748&type2=-26&id2=DOID:1612
ENSP00000370750	RDH11	DOID:1612	Breast cancer	1.954	0.977	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370750&type2=-26&id2=DOID:1612
ENSP00000370767	GP2	DOID:1612	Breast cancer	3.845	1.922	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370767&type2=-26&id2=DOID:1612
ENSP00000370781	CDC20B	DOID:1612	Breast cancer	1.846	0.923	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370781&type2=-26&id2=DOID:1612
ENSP00000370800	MBD3L2	DOID:1612	Breast cancer	1.782	0.891	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370800&type2=-26&id2=DOID:1612
ENSP00000370803	CCP110	DOID:1612	Breast cancer	2.807	1.403	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370803&type2=-26&id2=DOID:1612
ENSP00000370808	SLC25A6	DOID:1612	Breast cancer	2.959	1.480	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370808&type2=-26&id2=DOID:1612
ENSP00000370812	ESM1	DOID:1612	Breast cancer	3.639	1.819	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370812&type2=-26&id2=DOID:1612
ENSP00000370839	SGCB	DOID:1612	Breast cancer	1.816	0.908	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370839&type2=-26&id2=DOID:1612
ENSP00000370842	IL33	DOID:1612	Breast cancer	4.470	2.235	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370842&type2=-26&id2=DOID:1612
ENSP00000370867	TGM3	DOID:1612	Breast cancer	2.193	1.097	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370867&type2=-26&id2=DOID:1612
ENSP00000370882	OCIAD1	DOID:1612	Breast cancer	1.703	0.852	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370882&type2=-26&id2=DOID:1612
ENSP00000370886	MLANA	DOID:1612	Breast cancer	3.397	1.699	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370886&type2=-26&id2=DOID:1612
ENSP00000370889	DENND1C	DOID:1612	Breast cancer	1.064	0.532	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370889&type2=-26&id2=DOID:1612
ENSP00000370891	STK35	DOID:1612	Breast cancer	1.409	0.704	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370891&type2=-26&id2=DOID:1612
ENSP00000370896	GREB1	DOID:1612	Breast cancer	5.319	2.660	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370896&type2=-26&id2=DOID:1612
ENSP00000370912	TEC	DOID:1612	Breast cancer	1.416	0.708	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370912&type2=-26&id2=DOID:1612
ENSP00000370936	E2F6	DOID:1612	Breast cancer	4.015	2.007	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370936&type2=-26&id2=DOID:1612
ENSP00000370938	CDK8	DOID:1612	Breast cancer	4.527	2.263	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370938&type2=-26&id2=DOID:1612
ENSP00000370950	NPSR1	DOID:1612	Breast cancer	1.303	0.652	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370950&type2=-26&id2=DOID:1612
ENSP00000370962	GGT6	DOID:1612	Breast cancer	1.918	0.959	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370962&type2=-26&id2=DOID:1612
ENSP00000370968	MYBBP1A	DOID:1612	Breast cancer	2.493	1.247	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370968&type2=-26&id2=DOID:1612
ENSP00000370975	TNNT3	DOID:1612	Breast cancer	1.672	0.836	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370975&type2=-26&id2=DOID:1612
ENSP00000370978	CRLF2	DOID:1612	Breast cancer	2.747	1.374	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370978&type2=-26&id2=DOID:1612
ENSP00000370980	ENSP00000370980	DOID:1612	Breast cancer	1.400	0.700	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370980&type2=-26&id2=DOID:1612
ENSP00000370981	LZTS1	DOID:1612	Breast cancer	3.449	1.725	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370981&type2=-26&id2=DOID:1612
ENSP00000370984	COMMD8	DOID:1612	Breast cancer	1.865	0.933	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370984&type2=-26&id2=DOID:1612
ENSP00000370989	CD274	DOID:1612	Breast cancer	7.375	3.687	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370989&type2=-26&id2=DOID:1612
ENSP00000370990	SHOX	DOID:1612	Breast cancer	1.324	0.662	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000370990&type2=-26&id2=DOID:1612
ENSP00000371000	RNF6	DOID:1612	Breast cancer	2.907	1.454	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371000&type2=-26&id2=DOID:1612
ENSP00000371003	ZMYND11	DOID:1612	Breast cancer	2.902	1.451	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371003&type2=-26&id2=DOID:1612
ENSP00000371018	SIRPB1	DOID:1612	Breast cancer	2.053	1.026	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371018&type2=-26&id2=DOID:1612
ENSP00000371040	RLN2	DOID:1612	Breast cancer	2.604	1.302	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371040&type2=-26&id2=DOID:1612
ENSP00000371051	ZZEF1	DOID:1612	Breast cancer	1.234	0.617	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371051&type2=-26&id2=DOID:1612
ENSP00000371054	INSL6	DOID:1612	Breast cancer	1.234	0.617	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371054&type2=-26&id2=DOID:1612
ENSP00000371067	JAK2	DOID:1612	Breast cancer	6.019	3.010	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371067&type2=-26&id2=DOID:1612
ENSP00000371070	ATP8A2	DOID:1612	Breast cancer	2.360	1.180	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371070&type2=-26&id2=DOID:1612
ENSP00000371073	PLCXD1	DOID:1612	Breast cancer	1.057	0.528	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371073&type2=-26&id2=DOID:1612
ENSP00000371084	ATP8A1	DOID:1612	Breast cancer	2.150	1.075	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371084&type2=-26&id2=DOID:1612
ENSP00000371085	BAIAP2L2	DOID:1612	Breast cancer	1.504	0.752	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371085&type2=-26&id2=DOID:1612
ENSP00000371101	NOL10	DOID:1612	Breast cancer	2.323	1.162	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371101&type2=-26&id2=DOID:1612
ENSP00000371110	GCAT	DOID:1612	Breast cancer	2.387	1.193	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371110&type2=-26&id2=DOID:1612
ENSP00000371126	NUTM2A	DOID:1612	Breast cancer	1.779	0.889	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371126&type2=-26&id2=DOID:1612
ENSP00000371133	HMG20A	DOID:1612	Breast cancer	1.282	0.641	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371133&type2=-26&id2=DOID:1612
ENSP00000371152	ASAH1	DOID:1612	Breast cancer	3.588	1.794	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371152&type2=-26&id2=DOID:1612
ENSP00000371155	NUP58	DOID:1612	Breast cancer	1.544	0.772	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371155&type2=-26&id2=DOID:1612
ENSP00000371169	RCL1	DOID:1612	Breast cancer	2.427	1.214	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371169&type2=-26&id2=DOID:1612
ENSP00000371175	GGA1	DOID:1612	Breast cancer	1.877	0.939	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371175&type2=-26&id2=DOID:1612
ENSP00000371188	CAMKK1	DOID:1612	Breast cancer	2.141	1.071	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371188&type2=-26&id2=DOID:1612
ENSP00000371193	CPPED1	DOID:1612	Breast cancer	1.463	0.732	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371193&type2=-26&id2=DOID:1612
ENSP00000371194	LSP1	DOID:1612	Breast cancer	4.625	2.312	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371194&type2=-26&id2=DOID:1612
ENSP00000371201	NSUN7	DOID:1612	Breast cancer	2.822	1.411	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371201&type2=-26&id2=DOID:1612
ENSP00000371219	RHOH	DOID:1612	Breast cancer	2.902	1.451	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371219&type2=-26&id2=DOID:1612
ENSP00000371221	MTMR6	DOID:1612	Breast cancer	1.019	0.510	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371221&type2=-26&id2=DOID:1612
ENSP00000371230	AK3	DOID:1612	Breast cancer	2.554	1.277	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371230&type2=-26&id2=DOID:1612
ENSP00000371233	SDCBP2	DOID:1612	Breast cancer	3.239	1.619	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371233&type2=-26&id2=DOID:1612
ENSP00000371234	CYS1	DOID:1612	Breast cancer	2.276	1.138	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371234&type2=-26&id2=DOID:1612
ENSP00000371253	GART	DOID:1612	Breast cancer	4.050	2.025	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371253&type2=-26&id2=DOID:1612
ENSP00000371267	YWHAQ	DOID:1612	Breast cancer	3.150	1.575	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371267&type2=-26&id2=DOID:1612
ENSP00000371272	PLIN5	DOID:1612	Breast cancer	2.449	1.225	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371272&type2=-26&id2=DOID:1612
ENSP00000371278	CDC37L1	DOID:1612	Breast cancer	1.950	0.975	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371278&type2=-26&id2=DOID:1612
ENSP00000371291	SNPH	DOID:1612	Breast cancer	2.139	1.069	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371291&type2=-26&id2=DOID:1612
ENSP00000371294	CTNS	DOID:1612	Breast cancer	1.096	0.548	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371294&type2=-26&id2=DOID:1612
ENSP00000371308	CENPJ	DOID:1612	Breast cancer	2.387	1.194	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371308&type2=-26&id2=DOID:1612
ENSP00000371318	TMEM74B	DOID:1612	Breast cancer	1.560	0.780	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371318&type2=-26&id2=DOID:1612
ENSP00000371321	RFC1	DOID:1612	Breast cancer	1.180	0.590	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371321&type2=-26&id2=DOID:1612
ENSP00000371327	KLRC2	DOID:1612	Breast cancer	3.523	1.761	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371327&type2=-26&id2=DOID:1612
ENSP00000371328	KLRC3	DOID:1612	Breast cancer	2.651	1.325	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371328&type2=-26&id2=DOID:1612
ENSP00000371336	TNNI2	DOID:1612	Breast cancer	1.678	0.839	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371336&type2=-26&id2=DOID:1612
ENSP00000371341	TNK2	DOID:1612	Breast cancer	3.997	1.999	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371341&type2=-26&id2=DOID:1612
ENSP00000371347	ANGPT4	DOID:1612	Breast cancer	2.934	1.467	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371347&type2=-26&id2=DOID:1612
ENSP00000371348	TMEM52B	DOID:1612	Breast cancer	1.023	0.511	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371348&type2=-26&id2=DOID:1612
ENSP00000371362	NADK2	DOID:1612	Breast cancer	2.050	1.025	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371362&type2=-26&id2=DOID:1612
ENSP00000371364	TMEM156	DOID:1612	Breast cancer	1.560	0.780	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371364&type2=-26&id2=DOID:1612
ENSP00000371377	OR1A2	DOID:1612	Breast cancer	1.386	0.693	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371377&type2=-26&id2=DOID:1612
ENSP00000371388	SRXN1	DOID:1612	Breast cancer	2.870	1.435	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371388&type2=-26&id2=DOID:1612
ENSP00000371393	PGM2	DOID:1612	Breast cancer	1.761	0.880	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371393&type2=-26&id2=DOID:1612
ENSP00000371394	SYT8	DOID:1612	Breast cancer	1.529	0.764	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371394&type2=-26&id2=DOID:1612
ENSP00000371398	GLIS3	DOID:1612	Breast cancer	2.295	1.148	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371398&type2=-26&id2=DOID:1612
ENSP00000371408	C4orf19	DOID:1612	Breast cancer	1.817	0.908	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371408&type2=-26&id2=DOID:1612
ENSP00000371419	PARP4	DOID:1612	Breast cancer	3.498	1.749	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371419&type2=-26&id2=DOID:1612
ENSP00000371420	GPNMB	DOID:1612	Breast cancer	4.363	2.181	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371420&type2=-26&id2=DOID:1612
ENSP00000371425	IFNGR2	DOID:1612	Breast cancer	3.317	1.659	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371425&type2=-26&id2=DOID:1612
ENSP00000371434	RFX3	DOID:1612	Breast cancer	2.035	1.018	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371434&type2=-26&id2=DOID:1612
ENSP00000371451	DNAJC21	DOID:1612	Breast cancer	1.401	0.700	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371451&type2=-26&id2=DOID:1612
ENSP00000371469	RAD1	DOID:1612	Breast cancer	2.562	1.281	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371469&type2=-26&id2=DOID:1612
ENSP00000371471	RSAD2	DOID:1612	Breast cancer	2.943	1.472	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371471&type2=-26&id2=DOID:1612
ENSP00000371472	NIN	DOID:1612	Breast cancer	2.260	1.130	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371472&type2=-26&id2=DOID:1612
ENSP00000371475	TP53BP1	DOID:1612	Breast cancer	5.652	2.826	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371475&type2=-26&id2=DOID:1612
ENSP00000371483	SLC34A2	DOID:1612	Breast cancer	3.428	1.714	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371483&type2=-26&id2=DOID:1612
ENSP00000371497	C1QTNF3	DOID:1612	Breast cancer	1.958	0.979	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371497&type2=-26&id2=DOID:1612
ENSP00000371505	CLEC6A	DOID:1612	Breast cancer	2.032	1.016	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000371505&type2=-26&id2=DOID:1612
